
39774,greek,0.8712314
39774,spanish,0.04808439
39774,russian,0.023830852
39775,mexican,0.9422533
39775,spanish,0.052142024
39775,brazilian,0.002344841
39776,filipino,0.28087097
39776,jamaican,0.2061678
39776,southern_us,0.09743358
39777,mexican,0.99962175
39777,spanish,0.00019562908
39777,southern_us,0.00014416092
39778,southern_us,0.20616472
39778,italian,0.20452905
39778,spanish,0.12789492
39779,mexican,0.49230677
39779,italian,0.30148646
39779,spanish,0.103952244
39780,french,0.89400196
39780,italian,0.10217055
39780,spanish,0.0021271417
39781,moroccan,0.74277323
39781,chinese,0.25206056
39781,greek,0.002393985
39782,italian,0.46253395
39782,spanish,0.23530862
39782,greek,0.08227625
39783,korean,0.924687
39783,japanese,0.054495227
39783,indian,0.019171365
39784,indian,0.41264787
39784,filipino,0.17733088
39784,korean,0.080708906
39785,jamaican,0.9970879
39785,brazilian,0.0012396426
39785,cajun_creole,0.0007351444
39786,korean,0.9981389
39786,indian,0.0008819909
39786,japanese,0.00070670317
39787,italian,0.70199364
39787,spanish,0.063304834
39787,southern_us,0.05667282
39788,mexican,0.9998809
39788,spanish,4.4845983e-05
39788,brazilian,3.6960537e-05
39789,mexican,1.0
39789,spanish,9.718301e-09
39789,southern_us,1.304969e-09
39790,cajun_creole,0.58702487
39790,southern_us,0.3841152
39790,jamaican,0.012165467
39791,southern_us,0.40714592
39791,french,0.3099522
39791,italian,0.10075519
39792,chinese,1.0
39792,moroccan,2.4019536e-10
39792,thai,2.8550218e-12
39793,southern_us,0.7558099
39793,french,0.0529275
39793,italian,0.050157543
39794,russian,0.5387417
39794,irish,0.40427426
39794,british,0.046291452
39795,italian,0.9888754
39795,mexican,0.005982579
39795,spanish,0.00453699
39796,indian,0.97449714
39796,japanese,0.019091202
39796,vietnamese,0.0028400214
39797,greek,0.9983365
39797,italian,0.0007011775
39797,russian,0.00046791087
39798,italian,0.34985468
39798,spanish,0.2555818
39798,french,0.23514703
39799,russian,0.4271069
39799,japanese,0.2260683
39799,irish,0.1568989
39800,cajun_creole,0.81348497
39800,southern_us,0.18622018
39800,jamaican,0.00021979766
39801,chinese,0.99992347
39801,british,3.8726317e-05
39801,moroccan,3.279265e-05
39802,mexican,0.8659008
39802,spanish,0.046213865
39802,moroccan,0.043151453
39803,french,0.59198034
39803,japanese,0.22234842
39803,russian,0.097393446
39804,french,0.5367904
39804,italian,0.22579224
39804,southern_us,0.06637098
39805,italian,0.9999274
39805,french,4.3395463e-05
39805,spanish,8.941906e-06
39806,spanish,0.74572265
39806,italian,0.08654693
39806,mexican,0.06744014
39807,southern_us,0.18609789
39807,british,0.11251624
39807,italian,0.09716733
39808,mexican,0.9986455
39808,southern_us,0.0011374952
39808,cajun_creole,0.00018294212
39809,spanish,0.5800056
39809,italian,0.37995473
39809,indian,0.02750421
39810,italian,0.9981901
39810,greek,0.0015910474
39810,spanish,0.00012242273
39811,italian,0.8033283
39811,southern_us,0.13738386
39811,spanish,0.031288486
39812,french,0.59653556
39812,italian,0.29818034
39812,british,0.02960683
39813,southern_us,0.44935364
39813,moroccan,0.12506701
39813,jamaican,0.105781116
39814,jamaican,0.9999411
39814,southern_us,1.7769466e-05
39814,cajun_creole,1.45378e-05
39815,french,0.69386286
39815,italian,0.17839532
39815,spanish,0.058745813
39816,cajun_creole,0.9615408
39816,southern_us,0.036380704
39816,jamaican,0.002042632
39817,chinese,0.9999974
39817,thai,2.5721602e-06
39817,british,3.2506623e-08
39818,mexican,0.9999999
39818,southern_us,1.2206935e-07
39818,spanish,9.637082e-09
39819,mexican,0.99996686
39819,spanish,2.900394e-05
39819,brazilian,2.419016e-06
39820,italian,0.98235637
39820,french,0.017474623
39820,spanish,0.000119421646
39821,cajun_creole,0.8112594
39821,southern_us,0.13557036
39821,jamaican,0.024900384
39822,indian,0.99898106
39822,filipino,0.00054074184
39822,vietnamese,0.000355767
39823,chinese,0.99988353
39823,moroccan,0.00010356143
39823,british,4.4530957e-06
39824,french,0.36064813
39824,russian,0.2042657
39824,italian,0.10353677
39825,chinese,0.9936206
39825,thai,0.002582768
39825,moroccan,0.0014765774
39826,southern_us,0.99664176
39826,french,0.0017986274
39826,italian,0.00084330485
39827,italian,0.99999905
39827,french,6.098983e-07
39827,greek,1.7154377e-07
39828,thai,0.7142148
39828,vietnamese,0.26376286
39828,brazilian,0.017159743
39829,japanese,0.34696478
39829,indian,0.21784934
39829,korean,0.06931453
39830,mexican,0.93211085
39830,spanish,0.030126201
39830,italian,0.017183103
39831,brazilian,0.51480275
39831,mexican,0.104830526
39831,jamaican,0.09671529
39832,chinese,0.9145776
39832,southern_us,0.082069665
39832,british,0.002168818
39833,italian,0.7456705
39833,french,0.10379852
39833,greek,0.05532381
39834,irish,0.36741298
39834,british,0.32420215
39834,russian,0.15440048
39835,southern_us,0.46643075
39835,french,0.14643072
39835,irish,0.07921123
39836,mexican,1.0
39836,spanish,2.9627516e-08
39836,southern_us,2.3107658e-09
39837,mexican,0.93246025
39837,moroccan,0.059406936
39837,chinese,0.003934329
39838,vietnamese,0.97866094
39838,thai,0.012197537
39838,korean,0.005871551
39839,vietnamese,0.99667346
39839,thai,0.0018660476
39839,filipino,0.0011731671
39840,japanese,0.97458047
39840,korean,0.021884
39840,russian,0.0018668326
39841,southern_us,0.99823284
39841,italian,0.000423028
39841,british,0.0003884941
39842,brazilian,0.9728529
39842,spanish,0.009917313
39842,mexican,0.004269353
39843,british,0.3190326
39843,russian,0.17099293
39843,irish,0.16182321
39844,thai,0.51616794
39844,vietnamese,0.39752695
39844,brazilian,0.036589257
39845,italian,0.49672827
39845,southern_us,0.24960992
39845,mexican,0.11569565
39846,korean,0.98535466
39846,japanese,0.00988222
39846,indian,0.0030829532
39847,vietnamese,0.24319571
39847,filipino,0.18516925
39847,thai,0.16735663
39848,italian,0.74381363
39848,french,0.16702247
39848,spanish,0.035592385
39849,southern_us,0.9809187
39849,french,0.008501762
39849,cajun_creole,0.0034625498
39850,spanish,0.25852484
39850,french,0.19505833
39850,italian,0.13345458
39851,italian,0.9804646
39851,french,0.015450415
39851,greek,0.002115239
39852,thai,0.8754677
39852,vietnamese,0.12398255
39852,indian,0.00046798371
39853,southern_us,0.99215746
39853,cajun_creole,0.0039454154
39853,british,0.0011752174
39854,filipino,0.74371946
39854,indian,0.14025371
39854,japanese,0.042534936
39855,indian,0.2689427
39855,filipino,0.15961692
39855,japanese,0.15397969
39856,french,0.524361
39856,italian,0.24725588
39856,spanish,0.12429947
39857,italian,0.995466
39857,french,0.001799333
39857,greek,0.0016963162
39858,mexican,0.8417943
39858,italian,0.09951456
39858,southern_us,0.030214716
39859,japanese,0.8890632
39859,korean,0.046814058
39859,indian,0.019502565
39860,mexican,0.99999964
39860,spanish,3.9713967e-07
39860,chinese,1.5440818e-10
39861,chinese,0.70977694
39861,thai,0.28118265
39861,jamaican,0.0029503063
39862,korean,0.7934929
39862,indian,0.05907386
39862,japanese,0.044780795
39863,french,0.8290116
39863,russian,0.053632185
39863,italian,0.05148179
39864,indian,0.68152934
39864,japanese,0.07588988
39864,korean,0.058538944
39865,thai,0.97769266
39865,vietnamese,0.021260107
39865,chinese,0.000848955
39866,indian,0.99997807
39866,japanese,7.455151e-06
39866,korean,6.6815055e-06
39867,mexican,0.8785265
39867,thai,0.053740315
39867,brazilian,0.047385547
39868,british,0.43329605
39868,southern_us,0.35705632
39868,irish,0.18491468
39869,indian,0.99836355
39869,vietnamese,0.00082874653
39869,japanese,0.00041351368
